step,x_center,y_center,width,height,conf,label
30,106.71415710449219,52.28986358642578,63.611488342285156,50.57978820800781,0.933236300945282,Epuck
30,132.12030029296875,7.014845848083496,56.880950927734375,14.164438247680664,0.8575223684310913,Black Block
31,20.657472610473633,41.341453552246094,41.17879867553711,68.34815979003906,0.9643427133560181,Blue Block
31,120.76917266845703,52.73573303222656,65.55052185058594,49.366573333740234,0.9479572176933289,Epuck
31,136.50738525390625,7.072636604309082,48.919036865234375,14.103290557861328,0.8029855489730835,Black Block
32,20.657472610473633,41.341453552246094,41.17879867553711,68.34815979003906,0.9643427133560181,Blue Block
32,120.76917266845703,52.73573303222656,65.55052185058594,49.366573333740234,0.9479572176933289,Epuck
32,136.50738525390625,7.072636604309082,48.919036865234375,14.103290557861328,0.8029855489730835,Black Block
33,87.20511627197266,39.72412872314453,38.95692443847656,53.01225280761719,0.932675302028656,Blue Block
33,6.733467102050781,37.44459533691406,13.39925765991211,57.40757751464844,0.917220950126648,Red Block
33,59.86680603027344,68.1764144897461,19.66678237915039,10.386199951171875,0.6262019872665405,Blue Block
33,149.80441284179688,67.06177520751953,20.4202880859375,24.523880004882812,0.5639471411705017,Epuck
34,87.20511627197266,39.72412872314453,38.95692443847656,53.01225280761719,0.932675302028656,Blue Block
34,6.733467102050781,37.44459533691406,13.39925765991211,57.40757751464844,0.917220950126648,Red Block
34,59.86680603027344,68.1764144897461,19.66678237915039,10.386199951171875,0.6262019872665405,Blue Block
34,149.80441284179688,67.06177520751953,20.4202880859375,24.523880004882812,0.5639471411705017,Epuck
35,101.02725219726562,44.66361999511719,40.5343017578125,61.95224380493164,0.9618037939071655,Blue Block
35,14.275287628173828,43.60334014892578,28.36688232421875,68.94139099121094,0.9531686305999756,Red Block
36,101.02725219726562,44.66361999511719,40.5343017578125,61.95224380493164,0.9618037939071655,Blue Block
36,14.275287628173828,43.60334014892578,28.36688232421875,68.94139099121094,0.9531686305999756,Red Block
37,54.20210266113281,43.99183654785156,38.770084381103516,62.659976959228516,0.9645877480506897,Red Block
37,143.55055236816406,45.987342834472656,33.07977294921875,67.35455322265625,0.951353132724762,Blue Block
38,54.20210266113281,43.99183654785156,38.770084381103516,62.659976959228516,0.9645877480506897,Red Block
38,143.55055236816406,45.987342834472656,33.07977294921875,67.35455322265625,0.951353132724762,Blue Block
39,115.37145233154297,46.586341857910156,37.91407775878906,59.92010498046875,0.892864465713501,Red Block
39,104.33218383789062,48.73472595214844,21.7911376953125,55.133846282958984,0.5091862678527832,Red Block
39,18.502079010009766,9.600367546081543,37.52137756347656,19.48945426940918,0.29708895087242126,Black Block
40,115.37145233154297,46.586341857910156,37.91407775878906,59.92010498046875,0.892864465713501,Red Block
40,104.33218383789062,48.73472595214844,21.7911376953125,55.133846282958984,0.5091862678527832,Red Block
40,18.502079010009766,9.600367546081543,37.52137756347656,19.48945426940918,0.29708895087242126,Black Block
41,13.101548194885254,56.295066833496094,26.111948013305664,68.18057250976562,0.9439070224761963,Black Ball
41,146.3243865966797,50.061920166015625,27.229827880859375,58.57342529296875,0.9286836385726929,Red Block
41,40.24659729003906,10.263391494750977,71.67172241210938,20.314533233642578,0.44418683648109436,Blue Block
42,13.101548194885254,56.295066833496094,26.111948013305664,68.18057250976562,0.9439070224761963,Black Ball
42,146.3243865966797,50.061920166015625,27.229827880859375,58.57342529296875,0.9286836385726929,Red Block
42,40.24659729003906,10.263391494750977,71.67172241210938,20.314533233642578,0.44418683648109436,Blue Block
43,35.017921447753906,52.61187744140625,68.40879821777344,68.67146301269531,0.9712114930152893,Black Ball
43,127.35595703125,7.663450241088867,63.66846466064453,15.5201416015625,0.7333537936210632,Black Block
44,35.017921447753906,52.61187744140625,68.40879821777344,68.67146301269531,0.9712114930152893,Black Ball
44,127.35595703125,7.663450241088867,63.66846466064453,15.5201416015625,0.7333537936210632,Black Block
45,86.84709167480469,49.429962158203125,67.14218139648438,59.131595611572266,0.9679886698722839,Black Ball
46,86.84709167480469,49.429962158203125,67.14218139648438,59.131595611572266,0.9679886698722839,Black Ball
47,116.16263580322266,54.546844482421875,68.07106018066406,68.55868530273438,0.9677359461784363,Black Ball
47,46.28212356567383,3.7847418785095215,24.59497833251953,7.409594535827637,0.29217901825904846,Blue Block
48,116.16263580322266,54.546844482421875,68.07106018066406,68.55868530273438,0.9677359461784363,Black Ball
48,46.28212356567383,3.7847418785095215,24.59497833251953,7.409594535827637,0.29217901825904846,Blue Block
49,146.45639038085938,62.660919189453125,27.0361328125,61.480106353759766,0.9365761280059814,Black Ball
49,137.86395263671875,12.653636932373047,44.24793243408203,25.02440643310547,0.42956995964050293,Epuck
50,146.45639038085938,62.660919189453125,27.0361328125,61.480106353759766,0.9365761280059814,Black Ball
50,137.86395263671875,12.653636932373047,44.24793243408203,25.02440643310547,0.42956995964050293,Epuck
55,49.12657928466797,16.30010986328125,98.71676635742188,32.338470458984375,0.5968701839447021,Epuck
56,49.12657928466797,16.30010986328125,98.71676635742188,32.338470458984375,0.5968701839447021,Epuck
59,37.327392578125,42.56281280517578,74.745849609375,71.42024230957031,0.9708362817764282,Black Block
60,37.327392578125,42.56281280517578,74.745849609375,71.42024230957031,0.9708362817764282,Black Block
61,49.797760009765625,42.02003860473633,100.47132873535156,69.07225799560547,0.9680567979812622,Black Block
62,49.797760009765625,42.02003860473633,100.47132873535156,69.07225799560547,0.9680567979812622,Black Block
63,56.50897216796875,43.21763610839844,115.948974609375,68.8994140625,0.975842297077179,Black Block
64,56.50897216796875,43.21763610839844,115.948974609375,68.8994140625,0.975842297077179,Black Block
65,113.26162719726562,44.98344421386719,91.16461181640625,70.93350219726562,0.9705324172973633,Black Block
65,31.512802124023438,43.92416000366211,36.52647399902344,22.516883850097656,0.9505044221878052,Blue Block
66,113.26162719726562,44.98344421386719,91.16461181640625,70.93350219726562,0.9705324172973633,Black Block
66,31.512802124023438,43.92416000366211,36.52647399902344,22.516883850097656,0.9505044221878052,Blue Block
67,127.36869049072266,52.96345520019531,65.37019348144531,56.455081939697266,0.9673508405685425,Black Block
67,55.416038513183594,44.218017578125,34.24235916137695,21.738143920898438,0.9561638236045837,Blue Block
67,8.204500198364258,54.03429412841797,16.263431549072266,56.76719665527344,0.9471060633659363,Blue Block
68,127.36869049072266,52.96345520019531,65.37019348144531,56.455081939697266,0.9673508405685425,Black Block
68,55.416038513183594,44.218017578125,34.24235916137695,21.738143920898438,0.9561638236045837,Blue Block
68,8.204500198364258,54.03429412841797,16.263431549072266,56.76719665527344,0.9471060633659363,Blue Block
69,46.121131896972656,41.5091667175293,51.922210693359375,78.68619537353516,0.9718186855316162,Blue Block
69,102.84712982177734,44.8726921081543,33.79173278808594,21.889488220214844,0.9589544534683228,Blue Block
69,154.30931091308594,45.06600570678711,11.390380859375,67.6783676147461,0.8376670479774475,Black Block
70,46.121131896972656,41.5091667175293,51.922210693359375,78.68619537353516,0.9718186855316162,Blue Block
70,102.84712982177734,44.8726921081543,33.79173278808594,21.889488220214844,0.9589544534683228,Blue Block
70,154.30931091308594,45.06600570678711,11.390380859375,67.6783676147461,0.8376670479774475,Black Block
71,100.7009506225586,43.084510803222656,51.658447265625,76.27371215820312,0.9743013381958008,Blue Block
71,146.62965393066406,46.17985153198242,26.66619873046875,22.64397430419922,0.9468236565589905,Blue Block
72,100.7009506225586,43.084510803222656,51.658447265625,76.27371215820312,0.9743013381958008,Blue Block
72,146.62965393066406,46.17985153198242,26.66619873046875,22.64397430419922,0.9468236565589905,Blue Block
73,137.95315551757812,60.10431671142578,44.16290283203125,45.989593505859375,0.9631844162940979,Blue Block
74,137.95315551757812,60.10431671142578,44.16290283203125,45.989593505859375,0.9631844162940979,Blue Block
77,134.58998107910156,4.559020042419434,49.747833251953125,9.130300521850586,0.4564089775085449,Blue Block
77,8.31155014038086,35.94231033325195,16.700653076171875,59.281349182128906,0.384184867143631,Green Block
77,3.9896345138549805,44.048370361328125,7.9966583251953125,64.79345703125,0.31460243463516235,Green Block
78,134.58998107910156,4.559020042419434,49.747833251953125,9.130300521850586,0.4564089775085449,Blue Block
78,8.31155014038086,35.94231033325195,16.700653076171875,59.281349182128906,0.384184867143631,Green Block
78,3.9896345138549805,44.048370361328125,7.9966583251953125,64.79345703125,0.31460243463516235,Green Block
79,55.86185073852539,39.91240310668945,18.86516571044922,51.88457489013672,0.8524588942527771,Green Block
79,35.55632019042969,41.70216751098633,27.60321044921875,59.437721252441406,0.8201792240142822,Green Block
79,150.08377075195312,6.813739776611328,20.099395751953125,13.595449447631836,0.43843311071395874,Black Block
80,55.86185073852539,39.91240310668945,18.86516571044922,51.88457489013672,0.8524588942527771,Green Block
80,35.55632019042969,41.70216751098633,27.60321044921875,59.437721252441406,0.8201792240142822,Green Block
80,150.08377075195312,6.813739776611328,20.099395751953125,13.595449447631836,0.43843311071395874,Black Block
81,56.560760498046875,43.728267669677734,42.74554443359375,59.854331970214844,0.965652346611023,Green Block
82,56.560760498046875,43.728267669677734,42.74554443359375,59.854331970214844,0.965652346611023,Green Block
83,102.68943786621094,44.43584442138672,41.283966064453125,60.27031326293945,0.9728104472160339,Green Block
83,9.12693977355957,42.640380859375,18.635475158691406,83.5172119140625,0.9345142841339111,Red Block
84,102.68943786621094,44.43584442138672,41.283966064453125,60.27031326293945,0.9728104472160339,Green Block
84,9.12693977355957,42.640380859375,18.635475158691406,83.5172119140625,0.9345142841339111,Red Block
85,97.31407928466797,30.363937377929688,44.853363037109375,42.95805358886719,0.9527272582054138,Red Block
85,65.12391662597656,64.54011535644531,43.46781921386719,29.048145294189453,0.940899670124054,Red Block
85,154.17994689941406,63.70453643798828,11.762908935546875,27.7303466796875,0.9142990708351135,Green Block
86,97.31407928466797,30.363937377929688,44.853363037109375,42.95805358886719,0.9527272582054138,Red Block
86,65.12391662597656,64.54011535644531,43.46781921386719,29.048145294189453,0.940899670124054,Red Block
86,154.17994689941406,63.70453643798828,11.762908935546875,27.7303466796875,0.9142990708351135,Green Block
87,138.2572479248047,45.86188507080078,43.41741943359375,76.50178527832031,0.9706860184669495,Red Block
87,9.674724578857422,50.893272399902344,19.523269653320312,52.4925651550293,0.9275301694869995,Epuck
88,138.2572479248047,45.86188507080078,43.41741943359375,76.50178527832031,0.9706860184669495,Red Block
88,9.674724578857422,50.893272399902344,19.523269653320312,52.4925651550293,0.9275301694869995,Epuck
89,45.080345153808594,51.42893981933594,65.00398254394531,49.03946304321289,0.9489939212799072,Epuck
89,92.28544616699219,6.599620819091797,80.05350494384766,13.496334075927734,0.4607980251312256,Black Block
90,45.080345153808594,51.42893981933594,65.00398254394531,49.03946304321289,0.9489939212799072,Epuck
90,92.28544616699219,6.599620819091797,80.05350494384766,13.496334075927734,0.4607980251312256,Black Block
91,86.30131530761719,52.33348083496094,62.273101806640625,46.930755615234375,0.9554526209831238,Epuck
91,134.38192749023438,7.021378517150879,51.128684997558594,14.043401718139648,0.8598229289054871,Black Block
91,16.118804931640625,23.836441040039062,31.610679626464844,30.742019653320312,0.7756094336509705,Blue Block
92,86.30131530761719,52.33348083496094,62.273101806640625,46.930755615234375,0.9554526209831238,Epuck
92,134.38192749023438,7.021378517150879,51.128684997558594,14.043401718139648,0.8598229289054871,Black Block
92,16.118804931640625,23.836441040039062,31.610679626464844,30.742019653320312,0.7756094336509705,Blue Block
93,138.29379272460938,53.82737731933594,43.43219757080078,52.908878326416016,0.9457014203071594,Epuck
93,51.73573303222656,41.924522399902344,40.32292175292969,61.14385986328125,0.9254189133644104,Blue Block
94,138.29379272460938,53.82737731933594,43.43219757080078,52.908878326416016,0.9457014203071594,Epuck
94,51.73573303222656,41.924522399902344,40.32292175292969,61.14385986328125,0.9254189133644104,Blue Block
95,80.19073486328125,49.055870056152344,39.22499084472656,50.287017822265625,0.9164665341377258,Blue Block
95,153.54318237304688,54.05652618408203,12.888275146484375,54.0848503112793,0.8600226044654846,Epuck
96,80.19073486328125,49.055870056152344,39.22499084472656,50.287017822265625,0.9164665341377258,Blue Block
96,153.54318237304688,54.05652618408203,12.888275146484375,54.0848503112793,0.8600226044654846,Epuck
97,137.08001708984375,46.717918395996094,44.205780029296875,61.65895462036133,0.9311095476150513,Blue Block
97,51.204856872558594,43.70259094238281,31.328765869140625,64.75335693359375,0.9137360453605652,Red Block
97,30.748977661132812,56.06107711791992,18.162717819213867,37.708290100097656,0.8293091058731079,Red Block
98,137.08001708984375,46.717918395996094,44.205780029296875,61.65895462036133,0.9311095476150513,Blue Block
98,51.204856872558594,43.70259094238281,31.328765869140625,64.75335693359375,0.9137360453605652,Red Block
98,30.748977661132812,56.06107711791992,18.162717819213867,37.708290100097656,0.8293091058731079,Red Block
99,68.26751708984375,56.10716247558594,38.80520248413086,37.86570739746094,0.9658713936805725,Red Block
99,150.3084259033203,57.70695114135742,19.211456298828125,42.329063415527344,0.9488639235496521,Blue Block
99,99.66155242919922,26.21420669555664,38.131805419921875,25.65076446533203,0.922626793384552,Red Block
100,68.26751708984375,56.10716247558594,38.80520248413086,37.86570739746094,0.9658713936805725,Red Block
100,150.3084259033203,57.70695114135742,19.211456298828125,42.329063415527344,0.9488639235496521,Blue Block
100,99.66155242919922,26.21420669555664,38.131805419921875,25.65076446533203,0.922626793384552,Red Block
101,137.9241485595703,45.001556396484375,37.338722229003906,62.828369140625,0.9357661008834839,Red Block
101,116.7364730834961,63.09287643432617,19.368621826171875,26.797218322753906,0.7792914509773254,Red Block
101,24.900453567504883,9.553394317626953,49.08375930786133,19.190521240234375,0.6522889137268066,Black Block
102,137.9241485595703,45.001556396484375,37.338722229003906,62.828369140625,0.9357661008834839,Red Block
102,116.7364730834961,63.09287643432617,19.368621826171875,26.797218322753906,0.7792914509773254,Red Block
102,24.900453567504883,9.553394317626953,49.08375930786133,19.190521240234375,0.6522889137268066,Black Block
103,146.6439666748047,45.86030578613281,26.679168701171875,65.64707946777344,0.9466466307640076,Red Block
103,13.199060440063477,54.97227478027344,26.309059143066406,72.16966247558594,0.9426428079605103,Black Ball
103,31.078861236572266,10.016358375549316,61.45591735839844,19.977895736694336,0.44581061601638794,Black Block
104,146.6439666748047,45.86030578613281,26.679168701171875,65.64707946777344,0.9466466307640076,Red Block
104,13.199060440063477,54.97227478027344,26.309059143066406,72.16966247558594,0.9426428079605103,Black Ball
104,31.078861236572266,10.016358375549316,61.45591735839844,19.977895736694336,0.44581061601638794,Black Block
105,47.950042724609375,52.79352569580078,67.27346801757812,67.18873596191406,0.963678240776062,Black Ball
105,132.51617431640625,7.677257537841797,55.289825439453125,15.499198913574219,0.6989280581474304,Black Block
106,47.950042724609375,52.79352569580078,67.27346801757812,67.18873596191406,0.963678240776062,Black Ball
106,132.51617431640625,7.677257537841797,55.289825439453125,15.499198913574219,0.6989280581474304,Black Block
107,122.11669158935547,52.335792541503906,69.53599548339844,67.10353088378906,0.864170253276825,Black Ball
108,122.11669158935547,52.335792541503906,69.53599548339844,67.10353088378906,0.864170253276825,Black Ball
109,133.07208251953125,63.45649719238281,53.3812255859375,52.84220886230469,0.9567433595657349,Black Ball
110,133.07208251953125,63.45649719238281,53.3812255859375,52.84220886230469,0.9567433595657349,Black Ball
111,149.58055114746094,14.108612060546875,21.021514892578125,27.562305450439453,0.5514007210731506,Black Block
112,149.58055114746094,14.108612060546875,21.021514892578125,27.562305450439453,0.5514007210731506,Black Block
115,32.235679626464844,16.05620574951172,65.69436645507812,31.670272827148438,0.561237096786499,Epuck
116,32.235679626464844,16.05620574951172,65.69436645507812,31.670272827148438,0.561237096786499,Epuck
117,52.433746337890625,16.794952392578125,104.93255615234375,33.26275634765625,0.8149896860122681,Epuck
118,52.433746337890625,16.794952392578125,104.93255615234375,33.26275634765625,0.8149896860122681,Epuck
119,5.238204002380371,42.09325408935547,10.24989128112793,75.90766906738281,0.39643386006355286,Black Block
120,5.238204002380371,42.09325408935547,10.24989128112793,75.90766906738281,0.39643386006355286,Black Block
121,35.214393615722656,42.52507781982422,70.41758728027344,70.61936950683594,0.9686927199363708,Black Block
122,35.214393615722656,42.52507781982422,70.41758728027344,70.61936950683594,0.9686927199363708,Black Block
123,60.86327362060547,42.792762756347656,83.12117004394531,62.194915771484375,0.9615982174873352,Black Block
123,113.56399536132812,37.90754318237305,35.47089385986328,52.851219177246094,0.7764675617218018,Black Block
123,3.443291187286377,44.24017333984375,6.735984802246094,22.57640838623047,0.7394565939903259,Blue Block
124,60.86327362060547,42.792762756347656,83.12117004394531,62.194915771484375,0.9615982174873352,Black Block
124,113.56399536132812,37.90754318237305,35.47089385986328,52.851219177246094,0.7764675617218018,Black Block
124,3.443291187286377,44.24017333984375,6.735984802246094,22.57640838623047,0.7394565939903259,Blue Block
125,110.21397399902344,45.59654235839844,99.7906723022461,69.4140625,0.9665879607200623,Black Block
125,24.10791778564453,44.34800720214844,37.23492431640625,21.868698120117188,0.9516097903251648,Blue Block
126,110.21397399902344,45.59654235839844,99.7906723022461,69.4140625,0.9665879607200623,Black Block
126,24.10791778564453,44.34800720214844,37.23492431640625,21.868698120117188,0.9516097903251648,Blue Block
127,130.187744140625,45.657623291015625,60.10352325439453,74.11050415039062,0.9772219061851501,Black Block
127,60.47107696533203,45.28407287597656,34.3739128112793,21.202621459960938,0.9597948789596558,Blue Block
127,11.01865005493164,42.690956115722656,22.534080505371094,84.1060791015625,0.95709627866745,Blue Block
128,130.187744140625,45.657623291015625,60.10352325439453,74.11050415039062,0.9772219061851501,Black Block
128,60.47107696533203,45.28407287597656,34.3739128112793,21.202621459960938,0.9597948789596558,Blue Block
128,11.01865005493164,42.690956115722656,22.534080505371094,84.1060791015625,0.95709627866745,Blue Block
129,25.071517944335938,60.22032165527344,49.921119689941406,43.834896087646484,0.9698511958122253,Blue Block
129,143.02536010742188,59.2705078125,33.834869384765625,45.860416412353516,0.9579464793205261,Black Block
129,84.21961975097656,46.22936248779297,32.50701904296875,18.872398376464844,0.805541455745697,Blue Block
130,25.071517944335938,60.22032165527344,49.921119689941406,43.834896087646484,0.9698511958122253,Blue Block
130,143.02536010742188,59.2705078125,33.834869384765625,45.860416412353516,0.9579464793205261,Black Block
130,84.21961975097656,46.22936248779297,32.50701904296875,18.872398376464844,0.805541455745697,Blue Block
131,137.74026489257812,46.68330001831055,37.526458740234375,23.011024475097656,0.9439776539802551,Blue Block
131,86.25430297851562,50.111385345458984,49.11248779296875,61.46906280517578,0.936397135257721,Blue Block
132,137.74026489257812,46.68330001831055,37.526458740234375,23.011024475097656,0.9439776539802551,Blue Block
132,86.25430297851562,50.111385345458984,49.11248779296875,61.46906280517578,0.936397135257721,Blue Block
133,128.8794403076172,60.02959442138672,53.96844482421875,45.27299880981445,0.9270613193511963,Blue Block
134,128.8794403076172,60.02959442138672,53.96844482421875,45.27299880981445,0.9270613193511963,Blue Block
135,147.2630157470703,74.50625610351562,25.4051513671875,25.566970825195312,0.8850091695785522,Blue Block
136,147.2630157470703,74.50625610351562,25.4051513671875,25.566970825195312,0.8850091695785522,Blue Block
139,53.28491973876953,44.73715591430664,11.2021484375,12.352043151855469,0.8598077297210693,Blue Block
139,5.219961166381836,25.842430114746094,10.589363098144531,27.509422302246094,0.7795366644859314,Green Block
140,53.28491973876953,44.73715591430664,11.2021484375,12.352043151855469,0.8598077297210693,Blue Block
140,5.219961166381836,25.842430114746094,10.589363098144531,27.509422302246094,0.7795366644859314,Green Block
141,19.652088165283203,43.08229446411133,39.37421417236328,61.711509704589844,0.9782297015190125,Green Block
141,143.31866455078125,5.402716636657715,37.435760498046875,10.541986465454102,0.6431925892829895,Blue Block
141,129.74693298339844,7.191943168640137,16.679901123046875,14.162878036499023,0.44520407915115356,Black Block
142,19.652088165283203,43.08229446411133,39.37421417236328,61.711509704589844,0.9782297015190125,Green Block
142,143.31866455078125,5.402716636657715,37.435760498046875,10.541986465454102,0.6431925892829895,Blue Block
142,129.74693298339844,7.191943168640137,16.679901123046875,14.162878036499023,0.44520407915115356,Black Block
143,56.6590461730957,43.722251892089844,41.992286682128906,59.811279296875,0.9641038179397583,Green Block
144,56.6590461730957,43.722251892089844,41.992286682128906,59.811279296875,0.9641038179397583,Green Block
145,109.47881317138672,44.89177703857422,41.89360046386719,60.90873718261719,0.9765228629112244,Green Block
145,12.615013122558594,42.14176559448242,25.404983520507812,83.62383270263672,0.9501371383666992,Red Block
146,109.47881317138672,44.89177703857422,41.89360046386719,60.90873718261719,0.9765228629112244,Green Block
146,12.615013122558594,42.14176559448242,25.404983520507812,83.62383270263672,0.9501371383666992,Red Block
147,71.73160552978516,43.425621032714844,45.4793701171875,71.41847229003906,0.9681760668754578,Red Block
148,71.73160552978516,43.425621032714844,45.4793701171875,71.41847229003906,0.9681760668754578,Red Block
149,119.64129638671875,43.24931335449219,46.345741271972656,70.573974609375,0.8069411516189575,Red Block
150,119.64129638671875,43.24931335449219,46.345741271972656,70.573974609375,0.8069411516189575,Red Block
151,134.08050537109375,45.225791931152344,49.0933837890625,73.91413879394531,0.9773574471473694,Red Block
151,6.75560188293457,50.669429779052734,13.289752960205078,51.77123260498047,0.7807255387306213,Epuck
152,134.08050537109375,45.225791931152344,49.0933837890625,73.91413879394531,0.9773574471473694,Red Block
152,6.75560188293457,50.669429779052734,13.289752960205078,51.77123260498047,0.7807255387306213,Epuck
153,33.28276824951172,49.98443603515625,66.51036071777344,51.517574310302734,0.947173535823822,Epuck
154,33.28276824951172,49.98443603515625,66.51036071777344,51.517574310302734,0.947173535823822,Epuck
155,10.011205673217773,41.430870056152344,19.962200164794922,67.38951110839844,0.9592595100402832,Blue Block
155,99.67351531982422,51.29182434082031,64.18394470214844,48.510990142822266,0.9503246545791626,Epuck
155,128.1277618408203,6.844439506530762,64.42758178710938,13.71412467956543,0.7477583289146423,Black Block
156,10.011205673217773,41.430870056152344,19.962200164794922,67.38951110839844,0.9592595100402832,Blue Block
156,99.67351531982422,51.29182434082031,64.18394470214844,48.510990142822266,0.9503246545791626,Epuck
156,128.1277618408203,6.844439506530762,64.42758178710938,13.71412467956543,0.7477583289146423,Black Block
157,45.12934494018555,38.64792251586914,40.53295135498047,56.85547637939453,0.9272919297218323,Blue Block
157,132.14329528808594,52.111244201660156,55.26025390625,51.78398513793945,0.8712149262428284,Epuck
