16,302.0,256.0,186.0,225.0,289.15686274509807,247.86274509803923,174.94117647058823,211.6078431372549
16,304.0,255.0,186.0,225.0,291.5686274509804,245.86274509803923,168.7843137254902,212.11764705882354
16,295.0,253.0,182.0,217.0,286.72549019607845,247.9,173.98,213.48
16,305.0,255.0,186.0,225.0,292.7843137254902,250.31372549019608,176.66666666666666,215.86274509803923
16,298.0,256.0,186.0,220.0,292.84,251.66,174.41176470588235,216.32
16,309.0,260.0,184.0,231.0,292.02,246.78,172.86,214.84
16,305.0,255.0,186.0,226.0,283.7450980392157,242.8235294117647,169.68627450980392,206.07843137254903
16,303.0,254.0,186.0,224.0,291.2352941176471,247.13725490196077,172.0392156862745,213.41176470588235
16,305.0,256.0,188.0,226.0,291.66,250.7,175.16,214.1
16,296.0,252.0,178.0,217.0,286.52941176470586,244.23529411764707,173.52,214.02
16,305.0,255.0,187.0,225.0,291.80392156862746,247.5686274509804,170.50980392156862,212.37254901960785
16,298.0,254.0,183.0,219.0,288.72549019607845,245.68627450980392,169.86274509803923,211.6078431372549
16,295.0,252.0,184.0,218.0,287.5686274509804,244.7450980392157,167.40384615384616,210.37254901960785
16,305.0,255.0,187.0,225.0,289.64,247.34,167.13725490196077,211.62
16,299.0,258.0,185.0,220.0,293.2,251.88,172.2156862745098,214.78
16,303.0,259.0,186.0,225.0,295.98039215686276,251.9607843137255,176.11764705882354,215.7058823529412
16,304.0,255.0,187.0,225.0,286.05882352941177,244.92156862745097,166.82692307692307,211.38
16,296.0,250.0,177.0,215.0,288.66,246.92,169.7,211.96
16,304.0,255.0,185.0,226.0,288.11764705882354,246.2156862745098,166.6153846153846,210.19607843137254
16,299.0,257.0,181.0,220.0,286.72549019607845,248.72,169.44,212.1
16,306.0,267.0,190.0,227.0,291.28,244.45098039215685,168.98039215686273,213.88
16,299.0,255.0,181.0,219.0,282.6862745098039,241.6078431372549,165.33333333333334,211.16
16,304.0,254.0,186.0,224.0,290.7450980392157,245.76470588235293,164.84615384615384,211.66666666666666
16,304.0,255.0,183.0,225.0,284.2156862745098,241.19607843137254,162.90384615384616,210.58
16,295.0,248.0,183.0,217.0,285.2156862745098,241.72549019607843,165.6078431372549,208.94117647058823
16,296.0,253.0,177.0,217.0,285.2352941176471,241.49019607843138,162.53846153846155,208.2549019607843
16,303.0,254.0,186.0,223.0,288.37254901960785,246.54901960784315,170.54901960784315,212.11764705882354
16,304.0,254.0,187.0,225.0,291.078431372549,245.2156862745098,165.75,211.62745098039215
16,294.0,251.0,179.0,216.0,284.5882352941176,242.19607843137254,166.13725490196077,211.88
16,304.0,255.0,186.0,225.0,290.8627450980392,248.41176470588235,170.4313725490196,213.33333333333334
16,301.0,253.0,185.0,224.0,286.921568627451,243.6078431372549,167.2941176470588,210.72549019607843
16,304.0,258.0,187.0,225.0,291.58,248.52,170.4,213.64
16,300.0,259.0,183.0,221.0,287.66,248.98,176.6326530612245,212.02
